record_type,timestamp_us,sample_index,emg_timer_gap,imu_sample_index,imu_timer_gap,ads_raw,ads_voltage,ac_voltage,envelope_raw,envelope_voltage,adaptive_on_voltage,adaptive_off_voltage,fixed_on_voltage,fixed_off_voltage,detector_state,leads,lo_minus,lo_plus,motion,fixed_active,adaptive_active,fixed_event,adaptive_event,fixed_release,adaptive_release,ax,ay,az,gx,gy,gz,phase,repetition,intensity,on_coefficient,off_coefficient,motion_gyro_dps,motion_accel_delta_g
emg,6229939549,5354951,1,,,13490,1.68625,0.044785925064299015,190.18087768554688,0.02377260971069336,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230043966,5355041,1,,,13164,1.6455,0.002513486676836374,154.48460388183594,0.019310575485229492,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230149799,5355132,1,,,13214,1.65175,0.008274777529211352,60.94035720825195,0.007617544651031494,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230256990,5355223,1,,,13252,1.6565,0.012733818350767923,116.46990203857422,0.014558737754821778,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230360308,5355313,1,,,13347,1.668375,0.024381124729804915,146.03823852539062,0.01825477981567383,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230464972,5355403,1,,,12890,1.61125,-0.03288595557395446,136.56939697265625,0.01707117462158203,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230569642,5355493,1,,,12998,1.6247500000000001,-0.01956853169321815,124.47309875488281,0.015559137344360352,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230674871,5355583,1,,,13254,1.65675,0.01243523872684782,144.31617736816406,0.01803952217102051,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230778990,5355673,1,,,13342,1.66775,0.022936609281682285,136.94569396972656,0.01711821174621582,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
emg,6230883651,5355763,1,,,13196,1.6495,0.004398709293097269,141.99649047851562,0.017749561309814452,0.13077943420410157,0.0772412567138672,0.135212890625,0.08000169372558594,CALIBRATING,0,0,0,0,False,False,False,False,False,False,,,,,,,,,,6.0,3.0,20.0,0.25
